Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens,Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Southbank
17/03/2017,8,818,1909,1785,5259,1069,0,966,651,917,3684,567,272,19,410,1922,4615,1272,827,645,-1,4248,1433,390,934,220,131,199,0,310,203,588,265,717,721,150,0,661,0,615,571,585,248,3734
17/03/2017,9,713,1340,1031,2773,1011,0,1215,739,975,1918,385,218,25,254,1526,2254,583,449,762,-1,2712,875,347,754,226,154,158,0,267,149,500,236,673,615,155,0,546,0,456,696,770,297,2035
17/03/2017,10,949,828,541,1261,1440,0,1675,1330,1305,697,264,235,25,208,1350,1471,382,242,936,-1,1781,622,504,750,461,240,212,0,382,204,236,180,470,584,225,0,527,0,532,622,739,325,1712
17/03/2017,11,1200,767,437,1049,1854,0,2192,2012,1498,909,288,305,70,214,1793,1627,477,361,1160,-1,1749,599,667,742,642,277,242,0,551,263,285,241,416,546,185,0,591,0,631,862,799,373,1950
17/03/2017,12,2008,1753,666,1324,2937,0,3674,3331,2505,1502,688,425,94,614,2170,2809,627,564,1763,-1,2475,1226,1619,992,1324,762,288,0,1104,466,444,448,1071,1003,376,0,954,0,865,1072,916,375,3819
17/03/2017,13,2068,1742,735,1625,3078,0,3998,3658,2537,1386,603,405,112,582,2254,2935,697,629,1847,-1,2676,1318,1706,1112,1297,755,337,0,1070,528,426,479,1054,1214,354,0,808,0,999,1101,1023,373,3924
17/03/2017,14,1945,956,532,1222,2680,0,3349,2761,2040,884,309,333,60,285,2037,2509,612,509,1372,-1,2070,690,1155,1044,998,497,251,0,741,477,560,298,580,725,331,0,604,0,834,979,877,303,3009
17/03/2017,15,1929,793,570,1466,2728,0,3321,2753,1745,1236,338,309,62,282,2266,2870,740,442,1198,-1,2533,619,983,1361,1088,448,288,0,717,369,278,257,356,548,267,0,563,0,863,930,886,370,2889
17/03/2017,16,2220,968,1026,2523,2835,0,3569,2942,1618,2355,461,341,54,338,2723,3767,1004,588,1036,-1,3593,816,995,1494,1081,424,297,0,876,322,442,413,405,577,226,0,472,0,898,857,880,432,3602
17/03/2017,17,2810,1242,1585,3556,3293,0,4173,3019,1806,2947,521,377,90,598,3766,5349,1438,819,884,-1,4235,1065,1359,1911,1295,607,291,0,1072,398,539,375,622,816,284,0,667,0,1188,999,794,415,5134
17/03/2017,18,2190,881,724,1739,3353,0,3567,2497,1367,1303,359,434,74,358,3375,3979,1049,736,803,-1,2816,637,1456,1634,1585,877,312,0,1312,613,303,363,392,619,292,0,521,0,1002,594,411,336,4436
17/03/2017,19,1882,522,317,855,3032,0,3070,1874,894,573,266,536,115,202,2995,2866,643,584,703,-1,1525,395,1417,1179,1700,1143,225,0,1303,722,172,201,283,441,448,0,509,0,797,347,224,218,4024
17/03/2017,20,1831,393,192,476,2996,0,2432,1398,646,278,218,530,171,177,2064,2386,665,285,555,-1,1110,327,1405,1091,1657,1015,182,0,1250,994,122,169,192,374,531,0,233,0,554,235,202,190,3618
17/03/2017,21,1563,297,138,424,2833,0,1625,725,525,210,173,413,118,117,2166,2272,525,270,481,-1,1053,303,1193,680,1336,862,170,0,1130,922,143,160,151,381,484,0,225,0,490,183,130,96,3461
17/03/2017,22,1221,350,198,311,2241,0,999,510,402,171,111,302,59,112,2812,2058,511,567,465,-1,814,234,1167,543,1011,861,122,0,1275,827,128,193,226,447,394,0,413,0,535,134,128,90,2888
17/03/2017,23,772,170,124,242,1796,0,631,438,289,126,70,203,49,61,1227,1669,486,141,431,-1,614,212,856,354,640,513,101,0,1002,599,57,149,95,443,236,0,165,0,240,94,78,53,2031
18/03/2017,0,476,66,76,119,1216,0,440,244,188,38,31,73,38,33,651,1100,325,118,297,-1,391,115,972,267,398,583,60,0,802,341,40,58,61,377,82,0,96,0,156,49,33,31,1149
18/03/2017,1,346,43,36,60,904,0,274,152,108,31,10,33,10,17,427,743,204,46,248,-1,198,61,642,154,329,339,46,0,619,130,16,31,38,333,76,0,50,0,130,44,35,31,676
18/03/2017,2,236,59,24,26,467,0,178,96,68,24,27,13,1,11,295,595,167,46,199,-1,80,30,531,40,133,257,25,0,385,63,9,21,13,310,19,0,13,0,72,16,16,16,545
18/03/2017,3,145,37,13,57,444,0,171,55,33,15,9,7,0,6,179,301,125,33,163,-1,81,30,421,33,162,275,27,0,396,27,21,21,9,229,10,0,16,0,36,13,13,10,155
18/03/2017,4,48,30,3,18,170,0,56,44,16,16,10,12,1,2,101,216,89,34,166,-1,54,18,267,13,69,93,17,0,143,13,12,4,5,27,5,0,13,0,18,9,10,11,98
18/03/2017,5,34,45,9,39,120,0,50,30,28,21,18,11,0,10,73,155,79,27,130,-1,91,29,190,29,36,34,11,0,96,7,5,29,8,22,13,0,11,0,20,5,1,4,80
18/03/2017,6,46,52,32,64,109,0,54,37,45,66,28,50,7,31,108,236,105,71,180,-1,215,45,89,91,27,39,45,0,83,19,24,27,15,17,3,0,28,0,77,20,10,5,235
18/03/2017,7,109,108,45,133,215,0,109,91,118,87,27,70,13,55,198,472,160,146,254,-1,476,67,97,197,28,78,62,0,79,33,55,45,37,79,8,0,62,0,146,24,20,16,431
18/03/2017,8,185,208,86,294,452,0,347,232,439,134,68,110,29,131,508,622,207,221,465,-1,739,153,151,441,69,78,112,0,125,83,166,85,85,84,66,0,107,0,269,68,74,54,953
18/03/2017,9,372,239,132,361,613,0,874,731,540,133,98,242,21,175,888,962,296,260,785,-1,1084,222,264,1027,130,147,250,0,287,151,136,110,207,165,167,0,157,0,345,133,121,110,1405
18/03/2017,10,634,239,153,281,902,0,1818,1466,876,202,155,341,85,201,1318,1321,461,351,1247,-1,1423,293,412,1421,268,258,357,0,468,311,111,137,201,197,213,0,206,0,536,152,198,147,1877
18/03/2017,11,1088,396,168,302,1538,0,2726,2148,1259,153,140,351,78,255,1843,1632,493,459,1671,-1,1392,253,588,1532,638,505,396,0,585,266,119,158,153,156,267,0,271,0,757,160,201,150,2276
18/03/2017,12,1432,342,203,360,2505,0,3532,2816,1369,229,129,362,83,260,2708,1672,482,515,1910,-1,1438,274,832,1713,1300,625,441,0,796,357,110,170,141,190,333,0,274,0,926,228,246,118,2623
18/03/2017,13,1727,437,253,393,2628,0,4019,3064,1876,163,143,362,87,229,2605,2098,564,441,2036,-1,1545,244,1006,1918,1622,714,404,0,994,391,202,218,145,225,293,0,466,0,984,288,303,177,2781
18/03/2017,14,1686,412,198,423,2776,0,4104,3181,1697,217,183,428,88,266,2922,2406,671,484,1794,-1,1612,305,1000,2056,1477,622,312,0,951,415,174,217,124,216,308,0,235,0,895,298,298,192,3248
18/03/2017,15,1691,453,200,338,2758,0,4193,3382,1724,218,168,613,136,258,2916,2720,772,584,1275,-1,1604,330,987,2005,1404,440,288,0,885,474,151,243,165,204,369,0,202,0,999,274,210,191,3112
18/03/2017,16,1783,426,239,402,2920,0,4037,3171,1695,323,238,1135,220,350,3154,2977,786,513,841,-1,2055,348,1048,1865,1342,633,219,0,938,568,152,251,191,201,258,0,349,0,982,238,152,144,3433
18/03/2017,17,1901,578,193,393,2877,0,3541,2634,1205,647,402,1982,353,556,3101,2826,672,510,665,-1,2657,413,1113,2034,1461,638,133,0,1050,597,180,333,228,254,264,0,339,0,957,248,138,150,3702
18/03/2017,18,1721,549,202,380,2835,0,2913,2016,760,614,613,2325,357,561,2790,2706,652,535,558,-1,3343,446,1204,1790,1491,882,191,0,1078,740,143,226,266,215,384,0,417,0,738,237,74,145,3601
18/03/2017,19,1854,396,196,334,3071,0,2361,983,615,271,225,1341,212,241,2821,1925,465,589,599,-1,1568,305,1183,928,1704,1062,149,0,1144,1123,177,255,189,230,571,0,413,0,901,178,76,135,3941
18/03/2017,20,1554,390,137,245,2801,0,1318,715,379,127,147,833,162,181,2269,1764,521,289,560,-1,814,219,1252,773,1439,927,143,0,1110,1249,144,199,124,192,805,0,224,0,537,152,84,86,3673
18/03/2017,21,1243,221,116,237,2482,0,833,490,333,103,153,818,165,93,2040,1710,540,253,432,-1,667,257,1064,774,1133,793,80,0,1021,1576,87,138,125,159,829,0,207,0,453,131,79,62,3161
18/03/2017,22,1052,245,191,439,2101,0,1350,712,580,2169,2188,2238,294,619,2127,1926,530,553,387,-1,3083,1025,1201,1502,1121,811,86,0,1158,1298,163,181,165,394,651,0,368,0,470,99,62,53,3346
18/03/2017,23,745,285,140,335,1864,0,1117,622,673,292,293,608,144,117,1316,1761,608,275,394,-1,1173,417,1249,810,1081,759,94,0,1026,1107,111,155,72,423,400,0,251,0,358,103,90,58,2462
19/03/2017,0,474,107,49,152,1208,0,309,269,221,59,73,230,54,34,717,1157,355,131,269,-1,473,144,999,432,641,657,45,0,829,617,70,89,50,522,132,0,142,0,228,31,29,27,1365
19/03/2017,1,399,51,39,79,918,0,229,206,144,31,24,102,20,25,470,708,234,102,196,-1,291,103,886,222,508,294,52,0,546,241,62,60,63,379,62,0,44,0,118,19,17,16,854
19/03/2017,2,171,17,26,50,496,0,142,129,61,14,16,30,7,7,309,484,208,28,165,-1,159,41,646,73,272,216,23,0,378,79,9,20,29,345,42,0,32,0,91,15,11,9,317
19/03/2017,3,116,17,8,64,359,0,143,96,77,17,17,18,0,15,207,350,183,52,88,-1,128,34,556,42,199,150,21,0,337,37,8,9,30,263,20,0,7,0,53,12,9,12,182
19/03/2017,4,83,16,5,21,112,0,74,27,29,4,9,13,1,4,111,262,96,60,66,-1,75,41,430,48,85,76,18,0,120,56,5,5,18,99,13,0,10,0,24,4,4,3,112
19/03/2017,5,57,37,7,5,81,0,70,38,42,17,12,5,1,3,74,189,113,17,67,-1,102,17,358,26,41,38,4,0,57,3,14,11,10,31,4,0,28,0,26,1,2,5,65
19/03/2017,6,36,20,11,15,91,0,62,28,15,9,21,17,4,15,97,264,126,59,84,-1,142,25,109,49,21,34,16,0,43,16,23,15,27,24,3,0,8,0,39,11,10,10,151
19/03/2017,7,65,59,31,57,157,0,82,58,47,36,13,49,12,50,166,282,125,126,157,-1,313,63,59,158,37,39,12,0,64,30,56,38,70,35,9,0,21,0,142,15,15,8,370
19/03/2017,8,175,119,49,173,316,0,198,143,250,72,36,191,49,98,394,487,209,267,351,-1,583,139,125,401,101,52,97,0,106,66,93,51,126,85,31,0,38,0,294,67,67,48,811
19/03/2017,9,298,213,103,232,524,0,761,571,509,130,62,421,48,138,763,871,540,630,660,-1,852,258,221,882,171,133,164,0,250,130,99,138,146,150,117,0,128,0,696,52,70,51,1465
19/03/2017,10,577,228,142,252,928,0,1517,1181,723,125,92,466,49,186,1366,1276,487,422,1023,-1,1086,313,377,1301,428,176,279,0,418,173,136,169,150,208,226,0,194,0,621,104,126,102,2088
19/03/2017,11,924,275,184,199,1279,0,2398,1875,1128,118,101,409,57,212,1880,1592,441,486,1350,-1,1145,297,527,1423,810,307,309,0,472,252,108,165,120,261,275,0,270,0,706,112,152,94,2609
19/03/2017,12,1275,348,170,225,1898,0,3225,2190,1261,150,99,356,85,207,2284,1955,428,442,1734,-1,1125,264,788,1470,1378,575,394,0,658,332,131,212,112,247,383,0,512,0,830,150,206,108,2805
19/03/2017,13,1610,333,154,211,2354,0,3541,2380,1396,127,123,420,162,182,2557,1858,434,480,1766,-1,1269,213,870,1514,1608,567,337,0,803,414,87,170,84,242,339,0,274,0,929,239,282,147,2731
19/03/2017,14,1397,421,146,226,2386,0,3614,2438,1224,161,149,487,127,200,2487,2052,565,406,1478,-1,1216,296,942,1423,1464,515,357,0,878,534,155,215,106,169,304,0,295,0,859,198,235,126,2805
19/03/2017,15,1310,358,180,279,2236,0,3501,2510,1160,168,182,688,204,232,2411,2231,638,505,1257,-1,1316,278,1003,1385,1354,422,273,0,814,686,151,218,153,231,377,0,363,0,1049,229,184,140,2935
19/03/2017,16,1473,344,131,291,2236,0,3239,2357,1071,259,257,1355,264,215,2392,2227,509,460,849,-1,1588,351,851,1444,1090,408,180,0,710,682,113,186,137,194,280,0,265,0,1063,220,174,143,3126
19/03/2017,17,1410,395,188,259,2380,0,2839,1851,813,508,304,2105,445,257,2105,2193,571,341,614,-1,2215,380,917,1342,1272,633,132,0,790,633,91,188,173,169,241,0,287,0,766,224,147,136,2589
19/03/2017,18,1325,299,113,300,2099,0,2159,1212,441,491,436,2665,412,445,1422,1908,457,274,492,-1,2954,332,955,1231,1200,695,153,0,862,705,77,112,149,83,306,0,288,0,591,189,78,110,2506
19/03/2017,19,1303,196,81,223,2059,0,1365,552,320,233,185,1277,175,224,1256,1445,417,225,495,-1,1394,211,918,695,1086,644,102,0,860,883,91,99,103,94,299,0,148,0,590,157,35,109,2232
19/03/2017,20,1079,215,84,180,1860,0,762,408,247,124,127,653,135,105,1211,1218,398,137,474,-1,630,218,806,501,805,648,103,0,720,1043,78,122,93,103,373,0,164,0,502,154,39,85,2083
19/03/2017,21,786,121,68,139,1429,0,497,336,177,86,131,457,102,85,1120,1125,351,132,411,-1,635,122,621,335,679,398,78,0,550,780,71,74,97,79,368,0,258,0,477,121,48,67,1479
19/03/2017,22,582,145,65,322,1147,0,1146,529,523,2009,1843,2045,145,609,1168,1104,324,77,334,-1,3004,891,672,899,559,305,82,0,600,606,82,128,121,145,219,0,127,0,673,85,59,51,1337
19/03/2017,23,319,107,34,122,727,0,546,209,319,86,120,279,60,55,434,870,269,68,299,-1,495,175,685,291,384,218,50,0,445,340,75,107,58,86,117,0,106,0,157,64,58,61,948
20/03/2017,0,150,20,5,48,262,0,112,72,40,36,18,85,21,9,195,304,89,27,143,-1,136,62,400,86,220,96,22,0,260,149,14,17,42,30,33,0,13,0,54,30,13,12,368
20/03/2017,1,75,11,13,29,139,0,62,37,33,19,11,21,0,8,64,114,32,21,87,-1,74,27,253,25,84,32,9,0,148,74,10,10,18,13,8,0,9,0,22,3,0,1,135
20/03/2017,2,36,7,2,15,64,0,31,11,23,12,18,6,0,2,30,42,20,14,44,-1,19,19,179,19,62,21,7,0,74,7,2,2,8,5,3,0,6,0,20,6,2,2,27
20/03/2017,3,23,10,18,15,39,0,25,15,16,12,26,11,0,6,36,42,19,20,24,-1,14,12,164,13,20,20,3,0,65,4,1,3,0,10,2,0,8,0,17,7,2,2,30
20/03/2017,4,21,12,8,7,35,0,17,7,25,10,22,8,0,2,44,61,40,18,38,-1,31,2,170,16,24,6,1,0,40,20,8,7,7,7,0,0,6,0,9,3,2,2,36
20/03/2017,5,34,63,32,132,74,0,59,16,27,91,32,21,11,34,94,241,79,41,48,-1,216,41,96,34,26,16,10,0,44,16,10,26,20,21,20,0,22,0,32,12,4,3,149
20/03/2017,6,101,207,195,706,178,0,114,73,121,551,131,112,18,124,401,845,250,174,136,-1,865,222,67,252,26,27,26,0,54,32,99,67,119,60,8,0,78,0,142,47,21,16,785
20/03/2017,7,384,776,749,2409,412,0,370,270,352,1792,321,173,24,260,940,2115,607,452,229,-1,2143,651,120,515,70,53,64,0,124,57,298,209,288,189,39,0,194,0,332,162,142,83,1641
20/03/2017,8,842,1922,1774,5394,1020,0,933,590,917,3861,560,310,40,398,1863,4525,1303,724,547,-1,4152,1378,289,1070,183,119,156,0,411,126,606,294,691,653,157,0,729,0,624,597,551,249,3492
20/03/2017,9,721,1458,1028,3610,802,0,980,774,914,2100,352,110,13,203,1236,2274,621,234,449,-1,2913,920,311,423,197,123,116,0,408,158,583,192,647,590,168,0,756,0,275,691,558,247,1948
20/03/2017,10,698,785,508,1501,960,0,1337,1175,1074,679,165,55,15,111,1080,1240,370,86,427,-1,1740,553,377,372,302,172,95,0,412,175,248,99,385,451,132,0,778,0,156,609,407,245,1003
20/03/2017,11,982,647,412,1021,1320,0,1889,1576,1304,618,234,148,36,132,1033,1212,339,157,697,-1,1683,476,494,478,546,252,124,0,455,191,200,155,328,440,200,0,695,0,283,805,537,273,1255
20/03/2017,12,1583,1464,671,1234,2229,0,3125,2716,2203,1279,552,332,80,474,1421,1941,468,340,1000,-1,2453,832,1119,548,990,585,145,0,980,343,225,286,1006,919,291,0,875,0,500,867,511,325,2831
20/03/2017,13,1835,1469,634,1455,2286,0,3511,2697,2317,1157,534,269,87,388,1518,2156,510,347,1117,-1,2369,826,1112,535,1185,536,157,0,931,448,342,301,1068,870,351,0,855,0,578,1015,854,375,2582
20/03/2017,14,1466,738,546,1181,2345,0,3019,1974,1747,759,300,174,34,195,1463,1819,447,212,768,-1,1784,513,887,550,1026,408,103,0,642,325,274,230,429,517,225,0,628,0,668,812,765,323,1837
20/03/2017,15,1549,700,571,1518,2228,0,2854,1875,1391,1094,379,206,37,193,1702,2016,583,273,705,-1,2194,640,818,591,980,356,157,0,599,284,213,246,331,383,200,0,507,0,543,914,836,370,1872
20/03/2017,16,1877,791,1006,2861,2413,0,2898,1972,1349,2455,525,217,62,293,2059,2878,756,348,721,-1,3536,654,863,865,919,325,159,0,667,272,347,230,315,538,187,0,436,0,697,847,801,372,2502
20/03/2017,17,2536,1312,1867,4452,2777,0,3056,1959,1418,3511,575,390,82,509,3540,5090,1496,816,838,-1,4624,1082,1040,1159,995,418,185,0,769,375,572,372,472,705,266,0,512,0,1087,989,689,460,4186
20/03/2017,18,2078,832,799,2035,2396,0,2277,1262,753,1510,307,377,85,319,2319,2820,755,661,717,-1,2982,541,958,911,1028,565,147,0,765,442,342,205,274,429,277,0,338,0,889,735,306,312,2906
20/03/2017,19,1670,353,289,836,2133,0,1396,660,436,385,186,420,87,190,1252,1675,519,360,598,-1,1444,296,1085,461,983,845,124,0,795,510,142,157,139,241,307,0,233,0,541,471,271,290,2067
20/03/2017,20,1286,296,152,512,1918,0,849,362,324,188,118,342,90,115,1737,1376,369,198,497,-1,1016,170,808,315,866,493,119,0,695,541,83,135,91,131,271,0,156,0,412,305,243,195,1932
20/03/2017,21,811,181,87,346,1390,0,580,298,245,145,123,277,28,103,1178,1174,310,147,409,-1,654,182,599,279,518,369,92,0,569,438,83,98,55,136,264,0,143,0,196,253,219,117,1371
20/03/2017,22,425,119,68,230,829,0,241,154,130,38,44,116,24,30,426,714,209,39,269,-1,471,141,438,187,362,245,72,0,410,247,45,76,80,75,124,0,86,0,114,101,121,69,715
20/03/2017,23,191,57,23,101,335,0,148,88,66,0,25,80,17,22,252,469,154,30,153,-1,264,46,306,98,168,194,21,0,215,144,41,66,31,35,69,0,49,0,70,64,75,32,415
21/03/2017,0,76,24,11,47,179,0,83,32,39,10,12,26,6,2,110,185,71,25,137,-1,89,51,239,31,110,43,23,0,146,57,11,14,16,28,16,0,22,0,33,23,17,14,182
21/03/2017,1,44,3,5,16,100,0,25,14,23,2,2,5,1,1,48,56,24,14,86,-1,60,19,95,16,47,18,10,0,102,51,1,7,10,3,8,0,5,0,24,20,14,11,55
21/03/2017,2,32,10,6,8,47,0,18,12,8,7,4,7,1,0,27,33,9,12,38,-1,18,2,68,10,46,13,6,0,42,5,1,1,2,12,2,0,5,0,4,8,2,0,30
21/03/2017,3,13,9,1,10,23,0,8,3,5,3,4,7,3,2,23,31,7,10,56,-1,10,14,48,10,47,23,6,0,39,14,0,1,8,8,2,0,5,0,8,3,7,4,23
21/03/2017,4,13,14,6,15,24,0,12,12,17,1,4,0,0,3,54,62,44,20,23,-1,14,3,19,13,20,15,4,0,29,4,3,2,11,1,0,0,8,0,9,2,1,1,31
21/03/2017,5,28,69,46,183,63,0,47,28,33,76,19,8,0,37,125,236,98,19,67,-1,245,123,36,60,25,7,16,0,26,17,21,35,20,13,12,0,28,0,30,6,3,2,161
21/03/2017,6,101,285,208,973,126,0,88,82,111,606,103,66,12,127,399,871,270,99,149,-1,977,216,78,221,25,19,60,0,64,23,130,41,100,49,10,0,100,0,84,44,23,12,738
21/03/2017,7,329,763,771,2659,375,0,346,257,485,1846,347,124,7,251,963,1905,561,257,284,-1,2479,718,158,462,76,44,88,0,196,77,246,122,241,186,36,0,263,0,243,177,126,73,1424
21/03/2017,8,873,1816,1666,5534,926,0,865,586,943,4002,561,207,18,383,2036,4535,1133,531,815,-1,4250,1441,326,693,164,121,162,0,345,144,555,291,631,749,141,0,742,0,559,645,695,268,3395
21/03/2017,9,801,1470,1094,3010,1189,0,1184,685,910,2247,361,129,8,218,1324,2500,581,262,696,-1,2873,945,335,383,227,155,138,0,334,167,473,205,629,590,135,0,690,0,325,732,750,354,1905
21/03/2017,10,883,921,577,1332,1285,0,1331,990,1005,734,270,100,16,127,970,1111,374,184,777,-1,1627,495,469,287,338,163,187,0,371,177,191,147,444,530,195,0,694,0,315,758,780,291,1133
21/03/2017,11,1121,686,463,1060,1906,0,1985,1497,1359,646,280,127,43,138,1116,1312,399,209,1134,-1,1670,459,589,375,614,356,228,0,517,184,223,202,366,552,158,0,679,0,456,713,713,326,1345
21/03/2017,12,1878,1573,668,1350,2568,0,3138,2506,2122,1421,611,357,89,471,1677,2087,467,460,1644,-1,2515,854,1217,671,1049,583,229,0,1018,350,308,354,961,1017,369,0,962,0,479,1010,602,352,2865
21/03/2017,13,1760,1620,579,1477,2396,0,3095,2667,2242,1089,478,296,76,399,1645,2168,542,474,1483,-1,2255,823,1110,631,1000,547,241,0,901,332,265,357,1015,1000,333,0,829,0,644,1014,506,396,2827
21/03/2017,14,1397,685,503,1275,1791,0,2145,1937,1416,777,290,90,23,142,1267,1700,399,306,963,-1,1866,497,780,483,747,326,175,0,678,221,351,155,429,496,190,0,589,0,386,736,579,326,1594
21/03/2017,15,1626,616,517,1502,2036,0,2322,1861,1415,1058,301,135,35,186,1467,1915,567,214,780,-1,2233,396,750,722,760,437,200,0,687,240,237,181,353,505,191,0,521,0,446,923,786,334,1672
21/03/2017,16,1963,733,1100,2813,2345,0,2388,1943,1358,2537,535,162,52,278,1960,2745,726,292,702,-1,3455,598,804,889,843,387,168,0,702,249,483,260,335,607,260,0,482,0,670,815,949,355,2462
21/03/2017,17,2302,1301,1810,4473,2582,0,2828,1986,1392,3537,754,292,48,453,2910,4861,1567,603,731,-1,4761,1081,1005,1131,958,489,211,0,822,316,609,336,502,699,240,0,586,0,832,1059,849,463,3837
21/03/2017,18,1837,798,887,2213,2258,0,2152,1367,872,1442,426,251,62,271,2123,2691,908,436,709,-1,2862,561,959,772,1006,635,210,0,874,369,330,253,354,419,224,0,603,0,599,774,788,388,2532
21/03/2017,19,1486,420,340,854,2215,0,1385,585,506,452,206,265,57,152,1145,1565,427,195,499,-1,1425,301,908,342,1044,691,128,0,725,403,126,135,161,244,276,0,251,0,347,507,482,270,1735
21/03/2017,20,1273,269,146,499,2005,0,747,444,364,147,126,288,77,109,929,1085,310,133,480,-1,842,246,821,218,839,542,126,0,645,410,69,108,87,206,333,0,206,0,217,429,412,210,1416
21/03/2017,21,882,164,116,306,1494,0,571,316,291,114,87,167,57,51,968,1003,283,123,404,-1,672,199,608,258,678,474,116,0,645,437,89,127,117,157,198,0,346,0,238,234,299,154,1300
21/03/2017,22,474,156,90,166,897,0,291,163,166,50,64,181,32,46,927,834,239,56,250,-1,462,108,446,217,425,350,61,0,440,291,44,87,74,71,127,0,97,0,129,140,128,74,1004
21/03/2017,23,184,68,26,109,475,0,148,119,99,32,30,85,22,24,231,538,172,53,208,-1,247,85,305,101,243,208,40,0,262,153,26,45,28,52,81,0,55,0,65,73,76,36,494
22/03/2017,0,84,31,17,62,198,0,59,39,27,31,7,43,9,7,112,196,47,29,132,-1,144,25,174,40,94,77,18,0,200,101,10,18,22,24,15,0,9,0,33,28,14,11,174
22/03/2017,1,70,12,5,15,130,0,36,33,26,2,4,10,6,3,49,51,16,30,64,-1,19,17,129,21,89,54,2,0,154,71,2,8,2,5,7,0,9,0,14,13,4,5,71
22/03/2017,2,34,11,8,4,56,0,34,19,25,4,2,9,3,4,29,50,7,44,55,-1,30,4,65,7,44,26,9,0,82,11,2,8,2,6,9,0,3,0,22,7,2,2,42
22/03/2017,3,7,10,5,3,34,0,15,23,10,5,1,0,0,3,38,28,6,44,28,-1,15,9,67,4,22,11,1,0,38,1,2,1,5,7,0,0,10,0,2,3,2,3,22
22/03/2017,4,11,14,6,12,31,0,8,24,17,6,6,2,1,6,43,61,47,14,13,-1,14,12,35,44,11,11,4,0,32,15,6,4,8,5,8,0,6,0,6,3,0,1,23
22/03/2017,5,35,51,24,143,74,0,33,26,34,56,27,13,2,44,115,260,45,25,36,-1,238,32,39,74,5,3,10,0,23,11,21,32,16,21,8,0,25,0,41,9,4,3,175
22/03/2017,6,78,249,211,759,152,0,105,89,93,528,90,71,19,130,406,839,88,162,123,-1,966,190,88,238,31,22,30,0,48,37,112,47,95,66,6,0,92,0,125,39,30,18,752
22/03/2017,7,320,762,811,2740,374,0,350,321,400,1929,368,109,16,245,972,2071,250,379,229,-1,2358,658,147,424,77,61,75,0,198,74,279,108,270,208,36,0,260,0,306,171,120,78,1534
22/03/2017,8,818,1939,1800,5489,871,0,858,736,942,3852,589,201,13,396,1929,4384,390,634,494,-1,4350,1539,358,756,202,124,167,0,371,164,683,273,701,754,158,0,841,0,513,536,579,268,3344
22/03/2017,9,796,1360,1036,3064,891,0,996,713,967,2371,412,114,7,202,1486,2228,228,248,578,-1,2866,957,340,406,200,125,122,0,301,124,462,234,815,613,175,0,576,0,398,753,855,329,1796
22/03/2017,10,908,832,592,1237,1102,0,1348,1063,1162,780,288,101,23,120,1133,1298,186,283,586,-1,1830,525,416,317,296,238,130,0,400,175,235,182,589,505,163,0,697,0,334,625,707,290,1127
22/03/2017,11,1037,720,464,989,1579,0,1956,1574,1252,723,281,164,28,138,1128,1362,358,211,763,-1,1589,476,577,446,564,344,137,0,505,195,223,212,361,485,167,0,513,0,427,800,713,320,1302
22/03/2017,12,1847,1538,619,1373,2448,0,2877,2593,2155,1409,587,296,82,467,1676,1948,519,477,1041,-1,2424,757,1268,794,1028,670,193,0,1052,368,292,287,861,1008,395,0,915,0,547,1001,626,352,2789
22/03/2017,13,2219,1480,634,1475,2727,0,3165,2993,2249,1251,496,339,90,387,1653,2172,572,578,1148,-1,2388,896,1193,713,1115,625,209,0,978,436,260,287,964,1063,338,0,906,0,912,983,630,342,2956
22/03/2017,14,2206,877,548,1264,2720,0,2482,2409,1736,780,248,278,32,184,1518,1840,496,343,775,-1,1985,620,873,676,881,412,185,0,702,335,198,202,475,646,260,0,624,0,737,860,464,301,1889
22/03/2017,15,1848,755,538,1531,2487,0,2609,2301,1392,1066,235,217,32,240,2093,2160,535,331,742,-1,2278,651,774,961,939,491,139,0,670,276,205,214,392,577,181,0,547,0,770,846,470,302,2057
22/03/2017,16,2100,669,967,2662,2538,0,2819,2573,1406,2367,399,256,63,265,2240,2935,813,438,837,-1,3491,785,834,1014,910,398,172,0,732,342,426,230,349,676,222,0,515,0,717,863,487,340,2661
22/03/2017,17,2417,1280,1796,4146,2860,0,3350,2584,1529,3411,466,404,72,464,3140,5104,1560,810,1131,-1,4514,1039,1245,1234,988,560,274,0,899,367,627,362,538,806,331,0,620,0,1236,1028,671,471,4085
